,CODEX,SEX,CPF,ANY,SELE,CPE
1236,289223,D,08034,2014,10.762,8034.0
1237,289231,H,17130,2014,10.798,17458.0
1238,289232,H,08770,2014,11.134,8770.0
1239,289086,H,08320,2014,9.486,8302.0
1241,289376,H,25006,2014,9.638,25008.0
1242,289266,H,08173,2014,10.974,8173.0
1243,288962,H,08035,2014,10.612,8034.0
1244,289342,H,43800,2014,11.28,43800.0
1245,289345,H,08173,2014,11.492,8034.0
1246,289369,H,08015,2014,11.578,8015.0
1247,289371,H,08338,2014,10.734000000000002,8338.0
1248,289394,H,08202,2014,10.102,8201.0
1249,289039,H,08950,2014,10.007,
1250,294141,H,08001,2014,11.948,8001.0
1251,294148,H,08173,2014,10.312000000000001,8034.0
1252,294155,H,08024,2014,10.658,8024.0
1253,304335,H,08030,2015,11.96,8030.0
1254,304158,D,08130,2015,10.662,8130.0
1255,304160,H,08006,2015,11.888,8034.0
1256,304014,H,08572,2015,12.937999999999999,8560.0
1257,304024,H,08017,2015,10.272,8017.0
1258,304034,H,43007,2015,10.86,43002.0
1259,304058,D,08029,2015,12.815999999999999,8029.0
1260,304061,H,08030,2015,11.182,8030.0
1261,304269,H,08320,2015,10.172,8320.0
1262,304273,D,08021,2015,11.21,8034.0
1263,304337,H,08005,2015,11.548,8003.0
1264,304348,H,43201,2015,11.652000000000001,43205.0
1265,304351,H,08024,2015,12.84,8009.0
1266,304358,D,08720,2014,10.84,8720.0
1267,304360,H,08003,2015,11.194,8005.0
1268,304077,D,08017,2015,11.764000000000001,8022.0
1269,304079,D,08022,2015,11.548,8022.0
1270,304084,H,07760,2015,12.206,
1271,304093,H,08140,2015,11.46,8140.0
1272,304095,H,08860,2015,11.44,8850.0
1273,304280,H,08028,2015,11.08,8014.0
1274,304184,H,08174,2015,10.228,8173.0
1275,304364,H,08304,2015,10.696,8304.0
1276,304194,H,08005,2015,12.455,
1277,304195,H,08041,2015,11.095999999999998,8006.0
1278,304392,D,08290,2015,10.56,8193.0
1279,304401,H,08017,2015,11.67,8034.0
1280,304408,H,08970,2015,11.575999999999999,8950.0
1281,304123,H,08017,2015,11.325999999999999,8017.0
1282,304124,H,08028,2015,9.894,8028.0
1283,304234,H,08005,2015,11.032,8005.0
1284,304240,H,08012,2015,10.93,
1285,303959,D,08917,2015,12.38,8911.0
1286,303984,H,08940,2015,10.87,8014.0
1287,303989,H,08024,2015,12.735999999999999,8024.0
1288,303991,H,17002,2015,11.366,17002.0
1289,303997,H,17800,2015,10.006,17800.0
1290,304009,H,08918,2015,10.064,8022.0
1291,304011,H,08028,2015,11.606,8021.0
1292,309126,D,08028,2015,10.392000000000001,
1293,309140,H,08017,2015,12.124,8022.0
1294,309141,H,08902,2015,11.314,8902.0
1295,308042,D,08917,2015,12.15,8917.0
1296,308053,H,08017,2015,10.46,8017.0
1297,308062,H,08036,2013,10.706,8036.0
1298,308066,H,08004,2015,11.972000000000001,8001.0
1299,230157,H,08023,2010,10.33,8006.0
1300,231419,H,08021,2010,9.166,8017.0
1301,230772,H,08391,2010,11.036,8390.0
1302,227200,D,08006,2010,10.874,8006.0
1303,229827,H,07730,2010,11.234000000000002,
1304,228179,H,08980,2010,12.062000000000001,8980.0
1305,226499,H,08016,2010,10.1,8031.0
1306,227887,H,08014,2010,10.82,8014.0
1307,227133,H,08021,2010,12.302,8022.0
1308,227142,D,08006,2010,12.12,8006.0
1309,228454,D,08380,2010,12.402000000000001,8380.0
1310,230199,H,08360,2010,11.505999999999998,8360.0
1311,229072,H,07012,2010,11.012,
1312,227296,H,08021,2010,10.942,8006.0
1313,226472,D,08017,2010,11.792,8017.0
1314,227302,D,08034,2010,10.46,8017.0
1315,227859,H,08830,2010,10.76,8830.0
1316,227355,H,08015,2010,10.508,8008.0
1317,227018,H,08005,2010,10.312000000000001,8007.0
1318,227047,H,08906,2010,12.6,8901.0
1319,229794,D,08021,2010,10.844000000000001,8022.0
1320,228100,H,43850,2010,9.802,43002.0
1321,227326,H,08500,2010,10.55,8500.0
1322,227260,H,08917,2010,10.69,8912.0
1323,228593,D,17600,2010,11.088,17600.0
1324,227518,D,08017,2010,11.482000000000001,8017.0
1325,226889,D,07840,2010,11.335999999999999,
1326,227769,H,08022,2010,11.742,8034.0
1327,226717,D,08016,2010,10.558,8030.0
1328,228529,H,08014,2010,10.687999999999999,8027.0
1329,228530,H,43007,2010,10.484000000000002,43120.0
1330,229447,H,17002,2010,10.354000000000001,17004.0
1331,229451,D,08012,2010,11.07,8006.0
1332,227584,H,08187,2010,11.975999999999999,8530.0
1333,227805,D,08017,2010,11.09,8034.0
1334,226648,H,08014,2010,10.446,8014.0
1335,228383,H,43202,2010,10.332,43206.0
1336,228663,D,08029,2010,10.7,8034.0
1337,228563,H,08859,2010,11.606,8850.0
1338,228615,H,08328,2010,10.944,8328.0
1339,227451,H,08028,2010,12.002,8017.0
1340,227703,D,08037,2010,10.585999999999999,8010.0
1341,227757,D,08034,2010,10.84,8034.0
1342,228718,H,08330,2010,11.25,8301.0
1343,232124,H,08922,2010,9.682,8030.0
1344,228122,H,08001,2010,9.772,8034.0
1345,229744,H,07800,2010,10.546,
1346,227092,H,08021,2010,10.792,8034.0
1347,243124,H,08017,2011,11.286,8022.0
1348,228005,D,43350,2010,12.62,43330.0
1349,228169,D,08035,2010,11.276,8023.0
1350,246314,H,08800,2011,10.21,8800.0
1351,243832,H,08022,2011,12.331,
1352,245847,H,08022,2011,10.09,8173.0
1353,243681,H,08015,2011,10.395999999999999,8007.0
1354,245181,H,08028,2011,11.352,8029.0
1355,245234,H,08017,2011,10.24,8017.0
1356,243865,D,08035,2011,12.526,8035.0
1357,245240,H,08029,2011,11.79,8017.0
1358,233204,H,08007,2010,10.91,8034.0
1359,243556,H,07500,2011,12.03,
1360,245213,H,08025,2011,10.314,8025.0
1361,246015,H,08036,2011,11.106,8008.0
1362,243748,H,08029,2010,10.374,8036.0
1363,246361,D,08330,2011,11.672,8917.0
1364,244971,D,08830,2011,11.318,8902.0
1365,244596,H,43205,2011,11.012,43205.0
1366,244456,H,43800,2011,10.972000000000001,43800.0
1367,245843,D,08320,2011,10.082,8320.0
1368,244235,H,43205,2011,12.33,43205.0
1369,245070,H,08769,2011,12.548,8760.0
1370,232379,H,25700,2010,9.677999999999999,25700.0
1371,232679,D,08302,2010,10.91,8304.0
1372,243142,H,08006,2011,12.602,
1373,232933,H,08034,2010,10.845999999999998,8021.0
1374,232338,H,08800,2010,9.634,8800.0
1375,232356,H,43206,2010,9.767999999999999,43120.0
1376,246748,H,07014,2011,12.052,
1377,246767,H,08035,2011,10.638,8035.0
1378,246465,D,08770,2011,9.818,8770.0
1379,246800,H,11405,2011,12.432,
1380,246718,H,08036,2010,9.78,8029.0
1381,247256,H,08027,2010,11.3,8027.0
1382,246730,H,08024,2011,10.87,8024.0
1383,246899,D,17003,2010,12.642000000000001,17004.0
1384,244738,H,07141,2010,9.948,
1385,244746,H,08173,2011,10.177999999999999,8017.0
1386,244262,H,43500,2011,10.264000000000001,43500.0
1387,246155,H,08029,2011,9.72,8017.0
1388,246236,H,08980,2011,11.86,8980.0
1389,245360,H,08034,2011,10.357999999999999,8034.0
1390,245034,H,08022,2011,9.878,8022.0
1391,245365,H,08014,2011,10.193999999999999,8014.0
1392,245368,H,08290,2011,9.964,8034.0
1393,245374,H,08006,2011,11.485999999999999,8034.0
1394,245643,H,08008,2011,10.026,8008.0
1395,243979,H,17300,2011,10.894,17300.0
1396,244867,D,08015,2011,10.854000000000001,8031.0
1397,246113,D,08330,2011,10.522,8330.0
1398,244868,D,08031,2011,11.628,8031.0
1399,246091,H,08195,2011,10.76,8017.0
1400,245447,H,08017,2011,10.08,8017.0
1401,245932,D,08940,2011,11.88,8950.0
1402,245605,H,08028,2011,12.672,8017.0
1403,244109,H,43500,2011,11.825999999999999,43500.0
1404,244115,H,25005,2011,9.732000000000001,25005.0
1405,245393,H,08757,2011,9.876,8757.0
1406,245406,D,08034,2011,11.458,8022.0
1407,245568,H,08024,2011,9.874,8024.0
1408,244648,H,08903,2011,12.624,8902.0
1409,244651,H,25700,2011,10.016,25700.0
1410,244005,H,17480,2011,11.37,17480.0
1411,245476,D,08301,2011,12.106,8301.0
1412,244060,H,08520,2011,12.13,8401.0
1413,245638,D,08010,2011,12.982000000000001,8037.0
1414,245639,D,08013,2011,11.592,8037.0
1415,252429,H,08011,2011,9.556000000000001,8006.0
1416,254784,H,08905,2010,9.412,8906.0
1417,261747,D,08640,2012,11.004000000000001,8640.0
1418,249938,H,08402,2011,9.62,8401.0
1419,261710,H,22520,2012,11.850999999999999,
1420,261082,H,07006,2012,10.474,
1421,250576,H,08023,2011,9.71,8034.0
1422,250255,H,25600,2011,9.666,25600.0
1423,250977,H,08830,2011,10.388,8830.0
1425,250068,H,08700,2011,9.638,8700.0
1426,261004,H,08197,2012,10.94,8174.0
1427,259986,H,08182,2012,11.892000000000001,8140.0
1428,261499,D,08028,2012,11.698,8902.0
1429,261512,D,25530,2012,10.988,25530.0
1430,258501,H,08022,2012,11.72,
1431,260479,H,08392,2012,11.21,8302.0
1432,258275,H,08757,2012,11.884,8950.0
1433,258366,H,08029,2012,11.686,8017.0
1434,261627,H,08912,2012,10.868,8915.0
1435,258214,H,08690,2012,12.52,8830.0
1436,258315,H,08022,2012,11.85,8022.0
1437,259234,H,08912,2012,12.584000000000001,8912.0
1438,259738,D,08172,2011,11.186,8034.0
1439,259309,H,08014,2012,10.908,8014.0
1440,258927,H,07007,2012,11.905999999999999,
1441,259387,H,08358,2012,11.168,8358.0
1442,262016,H,07760,2012,11.345999999999998,
1443,261106,H,08394,2012,11.89,8302.0
1444,261287,H,08500,2012,10.995999999999999,8500.0
1445,261141,H,08301,2012,11.562000000000001,8302.0
1446,261259,H,08035,2012,11.946,8035.0
1447,265152,H,08553,2012,10.434000000000001,8500.0
1448,258729,H,08015,2012,12.306,8007.0
1449,258792,D,08015,2012,11.177999999999999,8017.0
1450,260264,H,08173,2012,10.655999999999999,8034.0
1451,258145,H,08340,2012,13.082,8340.0
1452,258563,D,08370,2012,11.975999999999999,8370.0
1453,258159,H,08021,2012,12.014000000000001,8173.0
1454,260087,H,08025,2012,10.882,8009.0
1455,260731,H,17480,2012,11.302,17480.0
1456,260016,H,08720,2012,10.714,8720.0
1457,260178,H,08195,2012,12.1,8197.0
1458,258999,D,08022,2012,11.58,8022.0
1459,258626,D,08022,2012,11.444,8034.0
1460,260666,H,17800,2012,12.225999999999999,17800.0
1461,259554,D,08006,2012,10.825999999999999,8006.0
1462,260455,H,08191,2012,11.554,8191.0
1463,260363,H,08440,2012,11.384,8440.0
1464,260700,H,08310,2012,11.258,8301.0
1465,260056,H,43007,2012,12.86,43003.0
1466,258665,H,08195,2012,12.526,8195.0
1467,275054,H,08023,2013,11.245999999999999,8034.0
1468,274401,H,08917,2013,10.554,8911.0
1469,274252,H,08017,2013,12.395999999999999,8173.0
1471,274589,H,07002,2012,9.336,
1472,274597,H,08739,2013,11.777999999999999,8770.0
1473,274602,H,08330,2013,12.368,8302.0
1474,274904,H,43007,2013,12.437999999999999,43003.0
1475,265098,D,08017,2012,12.055,
1476,274407,H,08921,2013,12.776,8911.0
1477,276760,H,08516,2013,12.802,8513.0
1478,276382,D,08023,2013,10.754000000000001,8022.0
1479,276102,D,08022,2013,11.602,8022.0
1480,276848,H,08970,2013,12.228,8980.0
1481,275244,H,08026,2013,10.44,8010.0
1482,275345,H,08328,2013,10.75,8328.0
1483,275347,H,07800,2013,10.224,
1484,276039,H,07820,2013,11.284,8022.0
1485,275958,H,08029,2013,10.98,8017.0
1486,276697,H,08750,2013,11.084000000000001,8950.0
1487,275974,H,08017,2013,12.698,8173.0
1488,276910,D,08293,2013,11.9,8034.0
1489,275739,H,43001,2013,12.104000000000001,43005.0
1490,275208,H,07011,2013,9.936,
1491,275411,D,08022,2013,11.408,8193.0
1492,276511,D,08028,2013,12.542,8022.0
1493,274358,H,08034,2013,10.437999999999999,8034.0
1494,274548,H,08023,2013,11.975999999999999,8034.0
1495,274570,H,08020,2013,11.604000000000001,8027.0
1496,274485,H,08320,2013,12.094000000000001,8302.0
1497,275726,D,08021,2013,11.338,8034.0
1498,274770,D,08012,2013,12.19,
1499,274779,H,07010,2013,11.04,
1500,274852,H,43201,2013,13.32,43120.0
1501,274066,H,08551,2013,10.677999999999999,8500.0
1502,275117,D,08005,2013,12.036,8023.0
1503,274511,H,08640,2013,12.99,8640.0
1504,274512,H,08173,2013,10.368,8021.0
1505,274317,H,08006,2013,11.748,8173.0
1506,277875,D,00000,2013,11.314,
1507,277881,H,08020,2013,11.245999999999999,8020.0
1508,277373,H,25007,2013,12.894,25008.0
1509,280244,H,08860,2013,9.926,8870.0
1510,277422,H,08242,2013,11.582,8241.0
1511,277744,H,08014,2013,10.454,8015.0
1512,276205,H,07004,2013,12.345999999999998,
1513,276418,H,08031,2013,9.976,8034.0
1514,280248,H,08028,2013,9.866,8034.0
1515,277404,H,08034,2013,11.74,8034.0
1517,275603,H,08015,2013,11.584000000000001,8014.0
1518,277998,H,08005,2013,10.585999999999999,8034.0
1519,278080,H,17742,2013,12.1,17600.0
1520,278030,D,08004,2013,9.976,8014.0
1521,278056,H,08770,2013,11.45,8770.0
1522,277896,D,08790,2013,11.304,8790.0
1523,277531,H,08017,2013,11.02,8017.0
1524,277825,H,08022,2013,11.442,8022.0
1525,278209,H,08028,2013,9.942,8034.0
1526,276993,H,08023,2013,12.005999999999998,8035.0
1527,292501,H,08011,2014,9.388,8009.0
1528,289288,D,08870,2014,11.42,8870.0
1529,289292,H,08006,2014,11.25,8034.0
1530,289296,H,08173,2014,9.734,8034.0
1531,289247,H,08570,2014,11.374,8570.0
1532,289248,H,43820,2014,9.918,8870.0
1533,289251,D,08173,2014,11.505999999999998,8193.0
1534,289258,H,17412,2013,12.347999999999999,8034.0
1535,289309,H,08173,2014,11.02,8034.0
1536,289323,H,08014,2014,11.524000000000001,8034.0
1537,289330,H,08960,2014,10.482999999999999,
1538,289185,H,08349,2014,10.985999999999999,8302.0
1539,289189,H,17500,2014,12.444,17500.0
1540,289097,H,08328,2014,10.462,8328.0
1541,289024,H,08401,2014,13.155999999999999,8520.0
1542,289025,H,08023,2012,9.142000000000001,8022.0
1543,289106,D,08290,2014,13.062000000000001,8034.0
1544,289130,H,08970,2014,12.15,
1545,289030,H,08012,2014,11.0,8025.0
1546,289402,H,17002,2014,9.75,17005.0
1547,289409,H,08015,2012,10.106,8014.0
1548,289133,H,08830,2014,10.002,8830.0
1549,289136,H,08172,2014,12.975999999999999,8173.0
1550,289140,H,08940,2014,10.296,8906.0
1551,289047,H,08009,2014,10.006,8009.0
1553,289218,H,08338,2014,10.764000000000001,8320.0
1554,289072,H,08006,2014,12.378,8036.0
1555,289076,D,08027,2014,10.436,8030.0
1556,289091,D,08980,2014,11.606,8980.0
1557,289375,H,08028,2014,10.738,8017.0
1558,289269,H,08241,2014,9.612,8240.0
1559,288958,H,07012,2014,10.794,
1560,289351,H,08871,2014,11.072000000000001,8034.0
1561,289361,D,08034,2014,11.69,8193.0
1562,289362,H,08023,2014,11.45,8022.0
1563,289366,H,08340,2014,12.982000000000001,8302.0
1564,294142,H,08191,2014,11.248,8173.0
1565,304327,H,08340,2015,11.514000000000001,8340.0
1566,304332,H,08392,2015,11.622,8392.0
1567,304161,H,08820,2015,11.214,8021.0
1568,304019,H,08172,2015,9.857999999999999,8034.0
1569,304020,H,08006,2015,12.742,8022.0
1570,304288,H,43840,2015,11.942,43840.0
1571,304302,H,08034,2015,12.3,8034.0
1572,304317,D,08034,2015,10.318,8017.0
1573,304318,H,08023,2015,12.958,8006.0
1574,304028,H,08034,2015,11.424000000000001,8034.0
1575,304036,H,08029,2015,10.15,8029.0
1576,304066,H,08840,2015,10.85,8840.0
1577,304259,H,08301,2015,12.06,8302.0
1578,304263,D,08034,2015,13.165999999999999,8034.0
1579,304336,H,25004,2015,10.89,25110.0
1580,304346,D,08018,2015,11.18,8009.0
1581,304076,H,08930,2015,11.934000000000001,8003.0
1582,304078,D,08490,2015,12.374,17003.0
1583,304091,H,43850,2015,12.595999999999998,43120.0
1584,304109,H,08980,2015,12.118,8980.0
1585,304279,H,08032,2015,9.82,8032.0
1586,304110,H,08340,2015,10.694,8302.0
1587,304117,H,08006,2015,9.623,
1588,304198,H,08820,2015,11.072000000000001,8017.0
1589,304212,H,08034,2015,9.746,8017.0
1590,304216,H,08005,2015,10.642000000000001,8005.0
1591,304382,H,08860,2015,12.578,8860.0
1592,304384,H,43800,2015,12.71,43800.0
1593,304395,H,08870,2015,11.524000000000001,8870.0
1594,304404,H,17310,2015,9.846,17310.0
1595,304122,H,25300,2015,12.198,25300.0
1596,304125,H,08021,2015,11.277999999999999,8022.0
1597,304137,H,08018,2015,10.01,8027.0
1598,304141,H,08960,2015,10.374,8950.0
1599,304147,H,08029,2015,10.886,8029.0
1600,304154,H,07730,2015,11.76,
1601,304155,H,25004,2015,11.288,25110.0
1602,303961,H,08480,2015,10.314,8530.0
1603,303967,H,08173,2015,9.624,8173.0
1604,303969,H,08907,2015,11.544,8907.0
1605,303970,H,08739,2015,13.42,8770.0
1606,303972,D,08022,2015,12.276,8022.0
1607,303976,H,08034,2015,11.22,8017.0
1608,303987,H,08013,2015,12.434000000000001,8013.0
1609,303993,H,43580,2015,9.666,43500.0
1610,303994,H,43007,2015,12.276,43003.0
1611,304010,H,07014,2015,11.806,
1612,309127,H,25334,2015,10.276,25337.0
1613,309134,H,08339,2015,10.177999999999999,8304.0
1614,309148,D,08328,2015,10.048,8320.0
1615,308061,H,08461,2015,10.517999999999999,8440.0
1616,231199,H,25002,2010,11.33,25002.0
1617,231202,H,08005,2010,10.538,8029.0
1618,230356,H,08911,2010,11.665999999999999,8390.0
1619,227123,H,08006,2010,10.618,8021.0
1620,227215,H,08391,2010,10.218,8912.0
1621,228324,H,17111,2010,9.852,17257.0
1622,230005,H,08022,2010,10.767999999999999,8022.0
1623,226994,H,08950,2010,10.568,8906.0
1624,227125,H,08009,2010,10.134,8021.0
1625,227128,H,08023,2010,10.008,8022.0
1626,227129,H,08036,2010,9.894,8022.0
1627,227979,H,08720,2010,9.846,8720.0
1628,228048,H,17003,2010,10.632,17003.0
1629,229137,H,08022,2010,12.167,
1630,227823,H,08901,2010,9.988,8907.0
1631,228971,D,99999,2010,10.33,
1632,227908,H,08189,2010,10.888,8140.0
1633,228055,H,08320,2010,9.782,8390.0
1634,228227,H,08020,2010,10.484000000000002,8019.0
1635,227289,D,08032,2010,10.204,8035.0
1636,227300,H,08195,2010,11.544,8017.0
1637,228921,D,08960,2010,13.238,8034.0
1638,229011,H,07560,2010,10.86,
1639,229808,H,07012,2010,12.204,
1640,228096,D,08415,2010,9.824,8520.0
1641,228245,H,08970,2010,10.026,8970.0
1642,228246,H,08029,2010,11.048,8960.0
1643,228432,H,08301,2010,10.412,8304.0
1644,228745,H,07760,2010,9.937999999999999,
1645,230933,H,43500,2010,10.437999999999999,43500.0
1646,230939,H,08922,2010,10.904000000000002,8030.0
1647,228497,H,08243,2010,11.296,8240.0
1648,227654,H,08034,2010,10.017999999999999,8008.0
1649,226685,H,08911,2010,11.19,8912.0
1650,226687,H,08022,2010,10.012,8017.0
1651,227765,H,08034,2010,12.822000000000001,8034.0
1652,227738,H,08459,2010,11.255999999999998,8440.0
1653,228371,H,08759,2010,11.597999999999999,8950.0
1654,227591,H,08009,2010,10.277999999999999,8010.0
1655,227791,H,08036,2010,10.716,8036.0
1656,227601,H,08029,2010,11.616,8029.0
1657,230843,H,08041,2010,10.92,8017.0
1658,228372,H,08950,2010,11.234000000000002,8950.0
1659,228536,H,43206,2010,9.982000000000001,43205.0
1660,228537,H,43206,2010,11.83,43205.0
1662,227609,D,08028,2010,10.495999999999999,8029.0
1663,229890,H,25518,2010,12.042,25500.0
1664,228556,H,08034,2010,10.872,8034.0
1665,228571,H,08034,2010,11.017999999999999,8173.0
1666,228476,H,08100,2010,9.936,8100.0
1667,227447,D,08172,2010,10.422,8017.0
1668,227701,H,08009,2010,11.868,8010.0
1669,233021,H,08021,2010,10.792,8022.0
1670,232054,H,08017,2010,9.61,8195.0
1671,227236,D,35500,2010,10.847999999999999,
1672,227082,H,08140,2010,11.008,8140.0
1673,228154,D,17469,2010,11.82,17486.0
1674,228158,H,17800,2010,10.032,17800.0
1675,229314,D,08290,2010,11.51,8290.0
1676,226950,H,08190,2010,11.842,8017.0
1677,228006,D,43330,2010,10.002,43330.0
1678,245314,D,08013,2011,11.866,8017.0
1679,243776,H,07730,2011,12.136,
1680,244194,D,43400,2011,11.752,43400.0
1681,232499,H,08017,2010,10.838,8017.0
1682,246343,H,08902,2011,10.664000000000001,8907.0
1683,244343,H,43893,2011,9.81,43002.0
1684,245221,H,08023,2011,12.25,8035.0
1685,245214,H,08025,2011,10.274000000000001,8025.0
1686,244972,D,08014,2011,10.815999999999999,8023.0
1687,244974,H,08201,2011,9.882,8205.0
1688,245878,H,08023,2011,11.517000000000001,
1689,245811,D,08551,2011,11.335999999999999,8500.0
1690,245812,H,08504,2011,10.12,8500.0
1691,243702,D,43740,2011,10.616,43740.0
1692,244458,H,25214,2011,9.736,25200.0
1693,246396,H,08500,2011,9.814,8500.0
1694,246397,H,08777,2011,9.972000000000001,8720.0
1695,244985,D,25300,2011,10.932,25300.0
1696,244236,H,43206,2011,11.4,43205.0
1697,243538,H,08041,2011,10.036,
1698,246298,D,08330,2011,10.636,8302.0
1699,243136,H,08970,2011,10.052,8034.0
1700,232636,H,08901,2010,10.812000000000001,8902.0
1701,231745,H,08013,2010,10.914000000000001,8009.0
1702,246818,H,08338,2011,10.122,8338.0
1703,246416,H,17772,2011,11.258,17600.0
1704,244032,H,17744,2011,12.466,17600.0
1705,244090,H,17310,2011,10.462,17310.0
1706,244095,D,08629,2011,10.55,8906.0
1707,245370,H,08027,2011,10.592,8034.0
1708,245648,H,08017,2011,11.517999999999999,8034.0
1709,245665,H,08004,2011,9.934,8025.0
1710,243442,D,08320,2010,10.388,8328.0
1711,244140,H,08015,2011,9.918,8029.0
1712,244150,H,43007,2011,11.394,43003.0
1713,244702,H,08015,2011,9.968,8021.0
1714,245453,D,08022,2011,11.324000000000002,8022.0
1715,245462,D,08013,2011,11.698,8009.0
1716,245395,H,08022,2011,11.265999999999998,8034.0
1717,245564,H,08029,2011,12.524000000000001,8007.0
1718,245407,D,08021,2011,10.13,8022.0
1719,244049,H,43850,2011,11.6,43120.0
1720,245621,D,08017,2011,12.187999999999999,8193.0
1721,244119,D,25182,2011,9.726,25002.0
1722,245637,H,08021,2011,10.004,8034.0
1724,261773,H,08034,2012,12.032,8173.0
1725,261781,D,08960,2012,10.745999999999999,8950.0
1726,261797,H,43500,2012,11.02,43500.0
1727,261800,D,08017,2012,11.602,8034.0
1728,250393,H,08025,2011,9.715,
1729,250343,H,08013,2011,9.662,8036.0
1730,250039,H,08192,2011,9.712,8173.0
1731,259108,D,08023,2012,11.306,8193.0
1732,259430,D,08320,2012,11.932,8320.0
1733,259196,H,08025,2012,10.876,8025.0
1734,259039,D,08173,2012,11.458,8193.0
1735,259794,D,08006,2012,12.65,8021.0
1736,259723,H,08029,2012,11.824000000000002,8021.0
1737,258208,H,08242,2012,10.495999999999999,8243.0
1738,259078,D,08036,2012,12.255999999999998,8029.0
1739,261637,H,08006,2012,11.38,8021.0
1740,261645,H,08600,2012,11.904000000000002,8600.0
1741,259894,D,08027,2011,12.502,8031.0
1742,259933,D,08183,2012,10.612,8180.0
1743,259341,H,08022,2012,12.584000000000001,8034.0
1744,259366,D,08028,2011,11.382,8014.0
1745,260592,H,08750,2012,10.75,8750.0
1746,261563,H,08015,2012,11.15,8015.0
1747,261166,H,08024,2012,11.898,8024.0
1748,261175,D,08028,2012,11.744000000000002,8017.0
1749,261206,H,08960,2012,11.475999999999999,8034.0
1750,261879,D,08504,2012,11.696,8500.0
1751,261943,H,08034,2012,11.034,8034.0
1752,261984,H,08397,2012,10.645999999999999,8397.0
1753,261475,D,25198,2012,11.032,25111.0
1754,259914,D,08011,2012,11.517999999999999,8029.0
1755,261863,D,08202,2012,11.948,8193.0
1756,261146,H,08635,2012,11.554,8635.0
1757,261151,H,08195,2012,11.578,8021.0
1758,261154,D,08242,2012,11.38,8240.0
1759,260460,H,08860,2012,10.937999999999999,8850.0
1760,262049,D,08006,2012,11.014000000000001,8006.0
1761,265194,D,08901,2012,11.602,8901.0
1762,264669,H,08206,2012,11.38,8202.0
1763,264411,D,08420,2012,10.51,8400.0
1764,264455,H,08005,2012,10.452,8010.0
1765,260256,H,43202,2012,10.824000000000002,43205.0
1766,260267,D,08009,2012,10.502,8017.0
1767,259590,H,17406,2012,12.286,8500.0
1768,259602,H,08022,2012,10.87,8021.0
1769,259441,D,08006,2012,11.878,8006.0
1770,258610,H,08029,2012,10.668,8029.0
1771,258620,H,08015,2012,12.632,8001.0
1772,258754,D,08034,2012,11.24,8017.0
1773,260026,D,08195,2013,11.308,8017.0
1774,260421,H,08022,2012,11.652000000000001,8017.0
1775,260660,H,08906,2012,10.69,8950.0
1776,259479,D,08034,2012,11.272,8034.0
1777,260836,H,08022,2012,12.54,8034.0
1778,258846,H,08458,2012,11.116,8440.0
1779,258960,D,08440,2012,10.75,8440.0
1780,260689,H,17820,2012,11.264000000000001,17820.0
1781,260040,D,08392,2012,10.78,8392.0
1782,274698,H,43813,2013,12.177999999999999,43800.0
1783,262953,H,08173,2012,11.652000000000001,8034.0
1784,274258,H,08030,2013,11.755999999999998,8016.0
1785,263340,H,08902,2012,10.972000000000001,8014.0
1786,274594,H,08922,2013,13.232000000000001,8911.0
1787,275001,H,08860,2013,11.468,8027.0
1788,262855,H,08904,2012,11.464,8017.0
1789,262695,H,08769,2012,11.857999999999999,8760.0
1790,262874,D,08906,2012,10.536,8905.0
1791,264128,D,43740,2012,10.418,43740.0
1792,265010,H,08005,2012,11.536,8005.0
1793,262794,H,08030,2012,10.954,8016.0
1794,264150,H,08029,2012,12.138,
1795,276774,H,AD200,2013,10.37,
1796,276898,H,07003,2013,10.854000000000001,
1797,275937,H,08005,2013,10.352,8005.0
1798,275943,H,08242,2013,11.412,8243.0
1799,276033,H,08860,2013,10.664000000000001,8860.0
1800,276607,D,25700,2013,11.095999999999998,25700.0
1801,275270,H,08028,2013,10.995999999999999,8017.0
1802,276117,H,08030,2013,12.196,8030.0
1803,275748,H,08022,2013,10.26,8017.0
1804,275195,D,08015,2012,10.772,8015.0
1805,275225,H,08970,2013,11.505999999999998,8017.0
1806,275382,H,43530,2013,10.364,43530.0
1807,275286,H,08340,2013,12.114,8340.0
1808,276945,D,08005,2013,11.38,8010.0
1809,275509,D,08029,2013,13.315999999999999,8022.0
1810,274538,H,08030,2013,10.315999999999999,8030.0
1811,274118,H,43892,2013,9.97,43120.0
1812,274555,D,08006,2013,10.888,8021.0
1813,274665,H,08023,2013,11.488,8034.0
1814,276472,D,07003,2013,13.314,
1815,276139,H,08017,2013,11.46,8017.0
1816,276547,D,08021,2013,12.742,8034.0
1817,274206,D,08173,2013,12.915999999999999,8174.0
1818,274785,H,08840,2014,10.73,
1819,274090,H,08028,2013,11.55,8034.0
1820,274325,H,08028,2013,11.418,8028.0
1821,274519,D,08700,2013,12.06,8719.0
1822,275498,H,25280,2013,12.017999999999999,8930.0
1823,277867,H,08011,2014,10.097999999999999,8036.0
1824,280242,D,08035,2013,9.862,8021.0
1826,277029,H,08006,2013,10.475999999999999,8012.0
1827,281603,H,08500,2013,10.118,8500.0
1828,276400,H,08173,2013,10.925999999999998,8034.0
1829,277409,D,08172,2013,11.475999999999999,8034.0
1830,275616,H,17600,2013,10.728,17600.0
1831,279502,H,07817,2013,10.698,
