CODEX,SEX,CPF,ANY,SELE,CPE
304161,H,08820,2015,11.214,08021
304019,H,08172,2015,9.858,08034
304020,H,08006,2015,12.742,08022
304288,H,43840,2015,11.942,43840
304302,H,08034,2015,12.3,08034
304317,D,08034,2015,10.318,08017
304318,H,08023,2015,12.958,08006
304028,H,08034,2015,11.424,08034
304036,H,08029,2015,10.15,08029
304066,H,08840,2015,10.85,08840
304259,H,08301,2015,12.06,08302
304263,D,08034,2015,13.166,08034
304336,H,25004,2015,10.89,25110
304346,D,08018,2015,11.18,08009
304076,H,08930,2015,11.934,08003
304078,D,08490,2015,12.374,17003
304091,H,43850,2015,12.596,43120
304109,H,08980,2015,12.118,08980
304279,H,08032,2015,9.82,08032
304110,H,08340,2015,10.694,08302
304117,H,08006,2015,9.623,
304198,H,08820,2015,11.072,08017
304212,H,08034,2015,9.746,08017
304216,H,08005,2015,10.642,08005
304382,H,08860,2015,12.578,08860
304384,H,43800,2015,12.71,43800
304395,H,08870,2015,11.524,08870
304404,H,17310,2015,9.846,17310
304122,H,25300,2015,12.198,25300
304125,H,08021,2015,11.278,08022
304137,H,08018,2015,10.01,08027
304141,H,08960,2015,10.374,08950
304147,H,08029,2015,10.886,08029
304154,H,07730,2015,11.76,
304155,H,25004,2015,11.288,25110
303961,H,08480,2015,10.314,08530
303967,H,08173,2015,9.624,08173
303969,H,08907,2015,11.544,08907
303970,H,08739,2015,13.42,08770
303972,D,08022,2015,12.276,08022
303976,H,08034,2015,11.22,08017
303987,H,08013,2015,12.434,08013
303993,H,43580,2015,9.666,43500
303994,H,43007,2015,12.276,43003
304010,H,07014,2015,11.806,
309127,H,25334,2015,10.276,25337
309134,H,08339,2015,10.178,08304
309148,D,08328,2015,10.048,08320
308061,H,08461,2015,10.518,08440
231199,H,25002,2010,11.33,25002
231202,H,08005,2010,10.538,08029
230356,H,08911,2010,11.666,08390
227123,H,08006,2010,10.618,08021
227215,H,08391,2010,10.218,08912
228324,H,17111,2010,9.852,17257
230005,H,08022,2010,10.768,08022
226994,H,08950,2010,10.568,08906
227125,H,08009,2010,10.134,08021
227128,H,08023,2010,10.008,08022
227129,H,08036,2010,9.894,08022
227979,H,08720,2010,9.846,08720
228048,H,17003,2010,10.632,17003
229137,H,08022,2010,12.167,
227823,H,08901,2010,9.988,08907
228971,D,99999,2010,10.33,
227908,H,08189,2010,10.888,08140
228055,H,08320,2010,9.782,08390
228227,H,08020,2010,10.484,08019
227289,D,08032,2010,10.204,08035
227300,H,08195,2010,11.544,08017
228921,D,08960,2010,13.238,08034
229011,H,07560,2010,10.86,
229808,H,07012,2010,12.204,
228096,D,08415,2010,9.824,08520
228245,H,08970,2010,10.026,08970
228246,H,08029,2010,11.048,08960
228432,H,08301,2010,10.412,08304
228745,H,07760,2010,9.938,
230933,H,43500,2010,10.438,43500
230939,H,08922,2010,10.904,08030
228497,H,08243,2010,11.296,08240
227654,H,08034,2010,10.018,08008
226685,H,08911,2010,11.19,08912
226687,H,08022,2010,10.012,08017
227765,H,08034,2010,12.822,08034
227738,H,08459,2010,11.256,08440
228371,H,08759,2010,11.598,08950
227591,H,08009,2010,10.278,08010
227791,H,08036,2010,10.716,08036
227601,H,08029,2010,11.616,08029
230843,H,08041,2010,10.92,08017
228372,H,08950,2010,11.234,08950
228536,H,43206,2010,9.982,43205
228537,H,43206,2010,11.83,43205
227475,H,08022,2012,13.13,08017
227609,D,08028,2010,10.496,08029
229890,H,25518,2010,12.042,25500
228556,H,08034,2010,10.872,08034
228571,H,08034,2010,11.018,08173
228476,H,08100,2010,9.936,08100
227447,D,08172,2010,10.422,08017
227701,H,08009,2010,11.868,08010
233021,H,08021,2010,10.792,08022
232054,H,08017,2010,9.61,08195
227236,D,35500,2010,10.848,
227082,H,08140,2010,11.008,08140
228154,D,17469,2010,11.82,17486
228158,H,17800,2010,10.032,17800
229314,D,08290,2010,11.51,08290
226950,H,08190,2010,11.842,08017
228006,D,43330,2010,10.002,43330
245314,D,08013,2011,11.866,08017
243776,H,07730,2011,12.136,
244194,D,43400,2011,11.752,43400
232499,H,08017,2010,10.838,08017
246343,H,08902,2011,10.664,08907
244343,H,43893,2011,9.81,43002
245221,H,08023,2011,12.25,08035
245214,H,08025,2011,10.274,08025
244972,D,08014,2011,10.816,08023
244974,H,08201,2011,9.882,08205
245878,H,08023,2011,11.517,
245811,D,08551,2011,11.336,08500
245812,H,08504,2011,10.12,08500
243702,D,43740,2011,10.616,43740
244458,H,25214,2011,9.736,25200
246396,H,08500,2011,9.814,08500
246397,H,08777,2011,9.972,08720
244985,D,25300,2011,10.932,25300
244236,H,43206,2011,11.4,43205
243538,H,08041,2011,10.036,
246298,D,08330,2011,10.636,08302
243136,H,08970,2011,10.052,08034
232636,H,08901,2010,10.812,08902
231745,H,08013,2010,10.914,08009
246818,H,08338,2011,10.122,08338
246416,H,17772,2011,11.258,17600
244032,H,17744,2011,12.466,17600
244090,H,17310,2011,10.462,17310
244095,D,08629,2011,10.55,08906
245370,H,08027,2011,10.592,08034
245648,H,08017,2011,11.518,08034
245665,H,08004,2011,9.934,08025
243442,D,08320,2010,10.388,08328
244140,H,08015,2011,9.918,08029
244150,H,43007,2011,11.394,43003
244702,H,08015,2011,9.968,08021
245453,D,08022,2011,11.324,08022
245462,D,08013,2011,11.698,08009
245395,H,08022,2011,11.266,08034
245564,H,08029,2011,12.524,08007
245407,D,08021,2011,10.13,08022
244049,H,43850,2011,11.6,43120
245621,D,08017,2011,12.188,08193
244119,D,25182,2011,9.726,25002
245637,H,08021,2011,10.004,08034
252402,H,08840,2013,9.568,08850
261773,H,08034,2012,12.032,08173
261781,D,08960,2012,10.746,08950
261797,H,43500,2012,11.02,43500
261800,D,08017,2012,11.602,08034
250393,H,08025,2011,9.715,
250343,H,08013,2011,9.662,08036
250039,H,08192,2011,9.712,08173
259108,D,08023,2012,11.306,08193
259430,D,08320,2012,11.932,08320
259196,H,08025,2012,10.876,08025
259039,D,08173,2012,11.458,08193
259794,D,08006,2012,12.65,08021
259723,H,08029,2012,11.824,08021
258208,H,08242,2012,10.496,08243
259078,D,08036,2012,12.256,08029
261637,H,08006,2012,11.38,08021
261645,H,08600,2012,11.904,08600
259894,D,08027,2011,12.502,08031
259933,D,08183,2012,10.612,08180
259341,H,08022,2012,12.584,08034
259366,D,08028,2011,11.382,08014
260592,H,08750,2012,10.75,08750
261563,H,08015,2012,11.15,08015
261166,H,08024,2012,11.898,08024
261175,D,08028,2012,11.744,08017
261206,H,08960,2012,11.476,08034
261879,D,08504,2012,11.696,08500
261943,H,08034,2012,11.034,08034
261984,H,08397,2012,10.646,08397
261475,D,25198,2012,11.032,25111
259914,D,08011,2012,11.518,08029
261863,D,08202,2012,11.948,08193
261146,H,08635,2012,11.554,08635
261151,H,08195,2012,11.578,08021
261154,D,08242,2012,11.38,08240
260460,H,08860,2012,10.938,08850
262049,D,08006,2012,11.014,08006
265194,D,08901,2012,11.602,08901
264669,H,08206,2012,11.38,08202
264411,D,08420,2012,10.51,08400
264455,H,08005,2012,10.452,08010
260256,H,43202,2012,10.824,43205
260267,D,08009,2012,10.502,08017
259590,H,17406,2012,12.286,08500
259602,H,08022,2012,10.87,08021
259441,D,08006,2012,11.878,08006
258610,H,08029,2012,10.668,08029
258620,H,08015,2012,12.632,08001
258754,D,08034,2012,11.24,08017
260026,D,08195,2013,11.308,08017
260421,H,08022,2012,11.652,08017
260660,H,08906,2012,10.69,08950
259479,D,08034,2012,11.272,08034
260836,H,08022,2012,12.54,08034
258846,H,08458,2012,11.116,08440
258960,D,08440,2012,10.75,08440
260689,H,17820,2012,11.264,17820
260040,D,08392,2012,10.78,08392
274698,H,43813,2013,12.178,43800
262953,H,08173,2012,11.652,08034
274258,H,08030,2013,11.756,08016
263340,H,08902,2012,10.972,08014
274594,H,08922,2013,13.232,08911
275001,H,08860,2013,11.468,08027
262855,H,08904,2012,11.464,08017
262695,H,08769,2012,11.858,08760
262874,D,08906,2012,10.536,08905
264128,D,43740,2012,10.418,43740
265010,H,08005,2012,11.536,08005
262794,H,08030,2012,10.954,08016
264150,H,08029,2012,12.138,
276774,H,AD200,2013,10.37,
276898,H,07003,2013,10.854,
275937,H,08005,2013,10.352,08005
275943,H,08242,2013,11.412,08243
276033,H,08860,2013,10.664,08860
276607,D,25700,2013,11.096,25700
275270,H,08028,2013,10.996,08017
276117,H,08030,2013,12.196,08030
275748,H,08022,2013,10.26,08017
275195,D,08015,2012,10.772,08015
275225,H,08970,2013,11.506,08017
275382,H,43530,2013,10.364,43530
275286,H,08340,2013,12.114,08340
276945,D,08005,2013,11.38,08010
275509,D,08029,2013,13.316,08022
274538,H,08030,2013,10.316,08030
274118,H,43892,2013,9.97,43120
274555,D,08006,2013,10.888,08021
274665,H,08023,2013,11.488,08034
276472,D,07003,2013,13.314,
276139,H,08017,2013,11.46,08017
276547,D,08021,2013,12.742,08034
274206,D,08173,2013,12.916,08174
274785,H,08840,2014,10.73,
274090,H,08028,2013,11.55,08034
274325,H,08028,2013,11.418,08028
274519,D,08700,2013,12.06,08719
275498,H,25280,2013,12.018,08930
277867,H,08011,2014,10.098,08036
280242,D,08035,2013,9.862,08021
277466,H,08020,2011,10.646,08027
277029,H,08006,2013,10.476,08012
281603,H,08500,2013,10.118,08500
276400,H,08173,2013,10.926,08034
277409,D,08172,2013,11.476,08034
275616,H,17600,2013,10.728,17600
279502,H,07817,2013,10.698,
278148,H,08186,2013,11.59,08186
278169,H,08022,2013,10.756,08017
278251,D,08029,2013,12.642,08036
278254,H,08012,2013,11.18,08010
278256,H,08034,2013,10.644,08034
277097,H,08029,2013,11.18,08017
278094,H,22487,2013,11.326,25520
278104,H,08030,2013,11.208,08030
277507,H,08800,2013,12.126,08800
277691,D,08025,2013,12.316,08006
277597,H,25200,2013,11.918,25200
279203,H,08758,2013,9.996,08034
279397,D,43746,2013,10.552,43740
279268,H,08034,2013,10.39,
277146,H,08017,2013,10.608,08034
276991,D,43892,2013,11.412,43890
276999,H,43201,2013,10.44,43120
292904,H,17180,2014,10.254,17006
292908,H,08021,2014,12.14,
292911,H,46780,2014,13.066,
292912,H,08173,2014,12.646,08034
292932,H,08350,2014,11.752,08350
289416,D,08017,2014,10.562,08017
289278,D,08025,2014,11.78,08025
289291,H,00000,2014,11,
289298,H,17244,2014,10.65,17244
289301,D,08017,2014,12.286,08034
289152,H,08029,2014,11.934,08034
289171,H,08320,2014,11.276,08302
289313,H,08021,2014,10.708,08034
289328,H,08185,2014,10.486,08187
288998,H,08980,2014,9.762,08980
289002,H,08006,2014,10.136,08006
289103,D,12310,2014,11.56,
289010,H,08022,2014,9.886,08034
289023,H,08915,2014,10.332,08911
289027,H,17480,2014,10.87,17480
289107,H,08025,2014,11.236,08025
289112,H,43002,2014,11.316,43007
289114,D,07800,2014,11.784,
289119,H,08021,2014,10.204,08017
289121,D,08017,2014,12.436,08022
289124,H,08032,2014,9.8,08034
289126,H,17400,2014,11.722,17450
289034,H,08902,2014,9.594,08902
289404,D,08172,2014,12.648,08034
289131,H,08020,2014,11.99,08930
289134,D,08007,2014,10.822,08034
289048,D,08960,2014,10.992,08980
289051,H,17004,2014,10.51,17002
289054,H,43007,2014,10.756,43003
289215,H,08924,2014,11.758,08911
289216,H,08024,2014,12.714,08032
289229,H,08022,2014,10.272,08034
289240,D,08028,2014,12.266,08034
289062,H,08023,2014,10.386,08034
289077,H,08282,2014,10.878,08719
289085,H,08012,2014,10.376,08017
289090,H,07820,2014,13.188,
289264,D,08731,2014,10.73,08720
288961,H,17003,2014,12.47,17003
289336,H,17800,2014,11.936,17800
289337,H,08036,2014,11.806,08036
289347,H,08023,2014,10.67,08034
289356,H,08023,2015,10.184,08022
289370,H,08397,2014,11.06,08397
288974,H,08028,2014,10.11,
289382,H,08001,2014,11.594,08034
289386,H,08022,2014,10.124,08017
289395,H,08025,2014,11.05,08025
289211,H,08918,2014,12.732,08930
294146,H,17160,2014,10.896,17160
304048,H,08035,2015,11.154,08035
304051,H,08338,2015,12.374,08330
304325,H,08005,2015,10.714,08005
304164,H,08015,2015,9.758,08034
304021,H,08310,2015,11.384,08310
304287,H,08330,2015,9.696,08338
304305,H,08503,2015,10.458,08500
304307,H,08029,2015,13.072,08029
304314,D,08552,2015,11.318,08552
304039,H,08560,2015,11.842,08560
304046,H,43391,2015,11.186,43206
304059,H,08915,2015,12.822,08912
304065,D,08015,2015,10.458,
304249,H,43850,2015,12.22,43840
304265,H,25003,2015,13.032,25111
304266,H,07014,2015,13.284,
304353,H,17800,2015,10.7,17800
304357,H,08031,2015,9.7,08027
304074,H,08830,2015,10.846,08830
304088,D,08038,2015,10.128,08902
304094,H,08022,2015,11.006,08022
304096,D,25002,2015,12.326,25193
304105,H,08012,2015,11.892,08034
304172,D,08401,2015,11.324,08401
304373,H,08023,2015,9.932,08035
304375,H,08022,2015,10.188,08022
304376,H,08029,2015,10.546,08950
304199,H,08830,2015,12.712,08830
304200,H,08290,2015,12.01,08034
304206,D,08014,2015,12.282,08014
304208,H,08251,2015,9.79,08930
304210,D,08173,2015,12.14,08017
304218,H,08029,2015,11.102,08029
304219,H,43700,2015,12.094,43700
304223,D,08014,2015,11.692,08023
304407,H,43202,2015,9.656,43205
304128,H,08907,2015,11.666,08907
304130,H,07200,2015,11.658,
304133,H,08391,2015,12.024,08916
304134,H,08025,2015,12.538,08025
304139,H,08001,2016,10.974,08001
304237,H,08025,2015,9.708,08013
304238,D,25300,2015,13.018,25300
304239,D,43881,2015,10.02,43881
303962,H,08506,2015,11.226,08500
303966,H,08035,2015,9.798,08017
303998,H,08024,2015,11.601,
304012,H,08203,2015,11.254,08202
309131,D,08192,2015,10.558,08193
309139,D,08011,2015,12.15,08029
308049,H,08028,2015,11.338,
308051,H,08172,2015,12.4,
230666,H,08034,2010,11.982,08034
230302,H,08450,2010,11.572,08440
230159,D,08860,2010,10.146,08860
231441,D,07320,2010,9.166,
231371,H,08032,2010,11.224,08035
228268,H,25210,2010,10.996,25210
227958,H,08860,2010,12.89,08850
229121,H,08021,2010,10.31,
226431,H,07703,2010,11.796,
227825,H,08907,2010,9.954,08907
227994,D,17500,2010,9.844,17500
228063,H,08635,2010,11.02,08640
227290,D,08006,2010,9.812,08006
226467,H,08036,2010,11.686,08023
229211,H,08009,2010,9.92,08023
227351,H,08029,2010,12.396,08036
227365,H,08912,2010,12.694,08912
227040,D,08001,2010,10.52,08001
227045,H,08901,2011,10.334,08901
228091,H,08700,2010,10.998,08700
228099,H,43340,2010,10.874,43002
227320,H,08912,2010,10.706,08912
227328,H,08512,2010,12.328,08500
227261,D,08006,2010,11.66,08034
229248,H,08870,2010,10.59,08034
228027,H,08759,2010,10.826,08759
228581,H,08849,2010,12.936,08830
226680,D,08041,2010,12.624,08022
226684,H,08458,2010,10.186,08401
227728,H,08800,2010,10.958,08800
227737,H,08188,2010,10.43,08440
230805,H,08173,2010,10.828,08017
227744,H,08017,2010,12.43,08022
228533,H,43840,2010,11.38,43120
228535,D,43202,2010,11.98,43205
227786,H,08195,2010,10.17,08195
227457,H,08901,2010,9.998,08907
227588,H,08940,2010,12.04,08017
227807,D,08037,2010,12.352,08034
227814,H,08015,2010,10.076,08902
227475,H,08022,2010,13.13,08017
227480,H,08017,2010,12.114,08017
227816,H,08907,2010,12.924,08906
227620,H,08023,2010,10.014,08006
227409,D,08349,2010,10.904,08017
227433,D,17530,2010,12.316,08500
227436,H,08507,2010,11.484,08500
230210,H,08640,2010,10.402,08640
227505,H,08940,2010,11.298,08902
228623,D,43206,2010,11.404,43110
228629,D,08030,2010,12.444,08030
227755,D,08015,2010,11.096,08034
228736,H,08310,2010,9.78,08310
243200,H,08027,2010,10.578,08027
228880,H,08026,2010,10.118,08025
229736,D,08006,2010,11.292,08006
227094,D,08028,2010,12.048,08034
228162,H,17800,2010,12.336,17800
243049,H,08032,2010,10.074,08032
243368,H,20008,2011,12.246,
245150,H,08302,2011,10.74,08304
243768,H,07814,2011,10.28,
245768,H,43882,2011,10.46,08770
245084,H,08024,2011,10.436,08024
244408,H,08401,2011,12.394,08400
243863,H,08028,2011,10.306,
232772,H,08110,2010,10.724,08110
244203,H,17500,2011,12.572,17500
245796,H,08302,2011,11.04,08302
244364,H,43203,2011,10.438,43206
245731,H,08015,2011,10.796,08036
244379,H,43392,2011,12.044,43120
244300,H,08330,2011,10.93,08330
246057,H,25740,2011,10.356,08243
243543,H,99999,2011,10.439,
245132,H,08017,2011,10.78,08017
245137,H,08006,2011,10.1,08017
245074,H,08034,2011,11.924,08034
232677,H,08028,2010,11.764,08034
232234,H,08006,2010,9.688,08022
246514,H,08028,2011,10.994,08034
246733,H,43510,2011,10.678,43500
245335,H,08029,2011,11.84,08022
244937,H,08024,2011,11.144,08025
246156,H,08201,2011,10,08017
246007,H,08302,2011,11.862,08304
244848,H,25790,2011,11.39,25280
245369,H,08173,2011,11.106,08034
245378,H,08370,2011,10.37,08370
245520,D,08017,2011,11.446,08034
244705,H,08970,2011,11.85,08021
245440,H,08013,2011,10.272,08012
246104,H,08800,2011,10.93,08800
245676,D,08017,2011,11.96,08034
245451,H,08023,2011,10.93,08022
245601,H,08003,2011,10.64,08010
245603,H,08036,2011,9.732,08010
243454,H,08017,2011,10.918,08173
245408,D,08030,2011,11.136,08030
244117,D,43392,2011,10.058,43205
247121,D,44570,2011,11.818,
248927,H,08029,2011,10.344,08036
261078,H,08950,2012,11.042,08950
248887,H,08402,2011,10.288,08023
248890,D,07013,2011,9.99,
250437,H,08140,2011,9.658,08181
248965,H,08034,2011,10.878,08034
261779,H,08901,2012,10.472,08901
261788,D,08950,2012,11.332,08017
261789,H,08025,2012,12.73,08007
261795,D,08950,2012,10.542,08950
248715,H,08329,2011,10.148,08302
261729,H,08901,2012,11.416,08907
250259,D,08032,2011,9.658,08041
248547,D,08034,2011,11.02,08034
250998,H,08203,2011,10.548,08204
248456,D,08770,2011,10.98,08770
248431,D,17320,2011,11.116,17320
261015,H,08019,2012,11.36,08027
260767,H,17527,2012,11.03,17520
260549,H,17300,2012,12.45,17300
258256,H,08206,2012,11.31,08202
259044,H,08700,2012,11.356,08700
259211,H,08820,2012,10.522,08907
259137,H,08017,2012,12.845,
259217,D,43500,2012,13.192,43500
260932,H,43004,2012,12.4,43002
258377,H,08700,2012,11.472,08700
261541,D,08017,2012,10.906,08034
258474,D,08870,2012,11.18,08770
258408,D,08980,2012,11.372,08980
259342,H,50012,2012,12.135,
259904,H,08500,2010,11.342,08500
259698,H,08591,2012,11.618,08500
259851,H,08034,2012,12.046,08034
259189,H,08041,2012,12.514,08009
258424,D,08028,2012,10.69,08017
261161,H,08980,2012,12.054,08980
261883,D,08030,2012,11.376,08016
261439,H,08021,2012,10.884,08034
261219,H,08029,2012,12.508,08029
261858,H,25110,2012,11.114,25111
261397,H,08037,2012,12.002,
259015,H,08700,2012,11.754,08700
265159,H,43850,2012,10.45,43850
264796,D,43007,2012,10.384,43005
264725,D,08757,2012,11.608,08757
259997,H,08031,2012,10.526,08902
260095,D,08034,2012,10.78,08023
260096,H,08017,2012,11.922,08017
258169,H,22572,2012,11.332,25008
258173,H,08380,2012,10.876,08380
258174,D,08589,2012,11.05,08500
260033,H,08320,2012,11.298,08320
260173,H,08330,2012,11.194,08302
259485,D,08021,2012,10.884,08017
260330,D,08860,2012,10.552,08017
260697,H,08870,2012,11.402,08870
260038,H,08570,2012,10.908,08500
274402,H,08036,2012,9.968,08006
275153,D,08029,2013,11.106,08029
262951,D,08757,2012,11.532,08757
263243,H,08023,2011,10.86,
274985,H,08130,2013,10.548,08130
275008,H,08901,2013,10.968,08901
264976,H,07010,2012,10.398,
262803,H,08005,2012,11.744,08005
262806,D,43500,2013,10.406,43500
276164,H,08022,2013,10.97,08017
276166,H,43500,2013,10.966,43500
276167,H,08019,2013,11.596,08009
276021,H,08022,2013,10.8,08017
276026,D,08006,2013,10.6,08022
276179,H,08906,2014,10.522,08901
276179,H,08906,2013,10.522,08901
276198,H,08006,2013,11.88,08006
276239,H,25002,2013,11.276,25111
276613,D,08790,2013,12.952,08004
275659,H,08026,2013,11.712,08009
276642,H,08025,2013,11.006,08036
276359,H,99999,2013,10.48,
276085,H,08330,2013,10.362,08302
276524,H,08185,2013,10.96,08186
274355,D,08013,2013,12.594,08032
274715,H,08028,2012,10.074,08028
276475,D,08030,2013,10.73,08030
275097,H,08193,2013,11.088,08034
274855,H,08901,2013,11.268,08901
273909,H,08022,2012,10.468,08035
276857,H,08010,2013,11.668,08007
274802,H,07570,2013,12.814,
274810,D,07670,2013,12.002,
273964,D,08010,2013,12.326,08034
280213,D,25005,2013,11.706,25005
280216,H,07210,2013,10.52,
280241,D,08008,2013,10.476,08034
277047,H,08635,2013,11.41,08635
277754,H,08025,2013,10.996,08025
276330,H,08017,2013,10.7,08017
276343,H,07820,2015,10.434,
275597,H,43890,2013,12.006,43890
278305,H,08022,2013,11.762,08022
276248,H,35017,2013,9.973,
275604,D,17800,2013,10.118,17800
275689,H,08500,2013,10.098,08500
277993,H,25730,2013,11.088,25730
277334,H,08023,2013,11.794,08006
277510,D,08006,2013,10.984,08034
277019,H,08912,2013,12.982,08912
278961,H,08830,2013,10.764,08830
278974,H,08440,2013,10.802,08440
292929,H,08021,2014,12.816,08173
289146,H,08029,2014,10.218,08021
289300,D,08034,2014,12.17,08022
289162,H,07004,2014,11.776,
289164,D,08009,2014,10.252,08022
289166,H,08500,2014,10.352,08500
289254,H,08029,2014,11.26,
289169,H,43850,2014,10.548,43850
289174,D,08036,2014,11.042,08036
289324,H,08024,2014,11.372,08024
289326,H,08021,2014,11.858,08021
289329,D,08190,2014,10.772,08193
289331,H,08029,2014,11.416,08029
288984,D,08192,2014,11.4,08193
288987,H,43007,2014,11.778,43007
288989,D,08023,2014,9.516,08006
288991,H,25002,2014,11.7,25002
288994,H,17200,2014,12.54,17230
289004,D,08022,2014,9.936,08022
289191,D,01007,2014,11.544,
289202,H,08391,2014,10.668,08912
289203,H,07010,2014,10.966,
289104,D,20009,2014,11.258,
289007,D,08006,2014,10.48,08022
289011,H,08023,2014,10.79,08006
289013,H,08917,2014,10.904,08912
289015,D,07011,2014,10.098,
289019,H,25716,2014,11.064,08695
289111,H,08301,2014,11.102,08302
289411,H,43204,2014,11.89,43205
289132,H,08173,2014,10.744,08172
289142,D,08022,2014,11.862,08022
289046,H,08830,2014,12.446,08830
289050,H,08197,2014,12.896,08173
289225,D,08021,2014,11.946,08022
289228,H,08960,2014,9.528,08960
289063,H,08913,2014,10.422,08930
289067,H,08006,2014,11.788,08022
289074,H,25500,2014,10.504,08960
289089,H,08870,2014,9.84,08870
289377,H,43201,2014,9.862,43206
289344,H,08026,2014,10.358,08009
289354,H,08036,2014,10.078,08017
289360,D,08028,2014,11.858,08028
289367,H,08028,2014,11.988,08034
289205,H,08530,2014,10.826,08530
288963,H,08519,2014,10.374,08500
288965,H,08024,2014,10.542,08034
288969,H,25110,2014,12.276,25002
288970,H,25006,2014,10.676,25003
288971,H,08980,2014,10.234,08034
289276,H,08304,2014,12.666,08301
288977,H,08023,2014,11.262,08022
289385,H,08027,2014,10.572,08030
294156,H,08019,2014,11.994,08916
294158,H,07005,2014,10.822,
304156,H,08028,2015,12.276,
304166,H,08021,2015,10.076,08017
304167,H,08850,2015,11.146,08850
304168,D,08005,2015,12.204,08034
304169,H,08570,2015,11.132,08570
304285,H,17600,2015,10.246,17600
304286,H,08035,2015,10.902,08035
304013,D,08029,2015,11.638,08017
304015,H,08940,2015,10.212,08940
304297,H,08024,2015,10.124,08024
304304,H,08302,2015,13.356,08303
304320,D,08290,2015,11.998,08193
304022,D,17003,2015,12.516,17003
304031,H,08186,2015,12.472,08187
304035,H,08024,2015,10.972,08034
304047,H,08700,2015,11.21,08700
308057,H,08038,2015,12.294,08014
304064,D,08028,2015,12.354,08902
304069,H,08840,2015,10.918,08840
304256,H,17860,2015,10.106,17500
304268,H,08037,2015,12.65,08009
304272,H,25008,2015,12.894,25111
304278,H,08759,2015,10.254,08034
304339,H,08012,2015,11.698,08006
304354,H,08015,2015,12.464,08021
304355,H,08911,2015,10.668,08911
304359,H,08015,2015,10.578,08015
304083,H,08017,2015,11.4,08017
304176,H,08195,2015,9.8,08021
304178,H,08790,2015,11.552,08770
304180,H,08551,2015,10.22,08551
304181,H,25520,2015,9.936,25520
304367,H,08197,2015,11.452,08021
304368,H,20013,2015,10.21,
304374,H,08016,2015,9.772,08030
304111,H,08635,2015,9.66,08635
304116,D,08173,2015,11.086,08034
304207,H,07460,2015,11.558,
304222,D,20018,2015,10.964,
304224,H,08850,2015,11.945,08850
304385,H,08960,2015,9.856,08950
304387,H,08005,2015,11.796,
304388,H,08700,2015,12.048,08700
304399,H,08025,2015,9.87,08025
304403,H,25100,2015,10.038,25100
304406,H,08018,2015,10.79,43840
304121,H,25241,2013,10.224,25230
304140,H,08500,2015,9.812,08500
304145,H,08031,2015,10.654,08031
304228,H,08021,2015,12.604,08173
304235,H,43800,2015,10.462,43002
303982,H,08739,2015,12.042,08770
303983,H,08014,2015,10.856,08010
303985,H,38410,2015,10.309,
303999,D,08700,2015,11.176,08700
304000,H,08029,2015,11.258,08029
304002,H,08401,2015,11.562,08400
309145,D,08035,2015,11.404,08035
310467,H,08960,2015,9.84,
308044,H,17800,2015,10.758,17800
308063,H,08940,2015,9.916,08906
308065,H,08005,2015,12.23,08010
231325,H,08917,2010,9.79,08912
229176,H,08520,2010,10.646,08530
230188,H,08173,2010,13.59,08173
226793,D,07800,2010,10.48,
226463,H,08029,2010,10.004,08034
226464,H,08150,2010,10.916,08401
227303,H,08034,2010,10.154,08017
227309,H,08023,2010,12.496,08022
227338,H,08032,2010,10.518,08034
227341,D,08037,2010,12.244,08034
227871,H,08720,2010,10.908,08720
226410,H,10000,2010,12.507,
227178,H,08024,2010,10.36,08024
227327,H,08500,2010,10.928,08500
227334,H,08500,2010,11.928,08500
227878,H,17002,2010,10.892,17005
227048,D,08905,2010,11.334,08901
228958,H,08029,2010,11.268,08014
227707,H,08019,2010,10.492,08010
226774,H,35002,2010,13.161,
227641,H,08027,2010,11.18,08027
227775,H,08195,2010,10.308,08034
227801,H,08023,2010,11.432,08017
229857,H,08005,2010,10.792,
228540,D,25005,2010,9.924,25002
228657,H,08330,2010,11.154,08302
227476,H,08028,2010,9.88,08017
227482,D,08197,2010,11.76,08017
227497,H,08503,2010,12.542,08500
227636,H,08034,2010,11.574,08035
226888,D,08350,2010,9.842,08350
232153,H,08173,2010,9.624,08021
232965,H,08035,2010,10.549,
232981,H,08100,2010,10.708,08100
229949,H,08034,2010,9.95,08034
228128,D,25282,2010,12.354,25280
229754,D,08041,2010,12.864,08007
226944,H,07410,2010,12.15,
228164,H,17520,2010,10.56,17520
229146,H,43850,2010,11.488,43205
243050,D,07006,2011,11.73,
245307,H,08021,2011,11.138,08034
245308,H,08008,2011,10.754,08034
243773,H,20012,2011,12.718,
246304,D,08301,2011,11.8,08302
245763,H,08017,2011,10.46,08017
245776,H,08019,2011,9.774,08009
245708,H,08025,2011,11.27,08017
245724,H,08017,2011,10.188,08034
245113,H,08980,2011,10.458,08034
245219,H,08037,2011,10.898,08036
243740,H,08034,2011,12.263,
245229,H,08042,2011,9.918,08035
246356,H,08197,2011,11.724,08173
246373,D,08029,2010,11.848,08036
244289,H,43850,2011,12.008,43850
244290,H,43850,2011,10.964,43850
244455,H,43002,2011,11.5,43003
244468,D,08036,2011,11.524,08029
245826,H,08034,2011,12.18,08022
232526,D,43201,2010,10.48,43206
232235,H,08005,2010,9.638,08022
232347,H,08028,2010,9.756,08028
232351,H,08150,2010,9.746,08100
244129,H,43700,2011,12.668,43700
245432,H,08711,2011,9.722,08700
247426,H,08302,2010,9.49,08301
